"title","body","labels","assignees","milestone","state","state_reason"
"ZonesLibrary","Todos: Connect to external systems, like DNC","","","","completed",""
"ZonesLibrary","Todos: all udg_ variable connections / fetch / set - need check","","","","completed",""
"ZonesLibrary","Todos: all UNIT_TYPE rawcode to be set","","","","completed",""
"ZonesLibrary","Todos: if custom texture path for any icon / etc (QuestLog) is used ","","","","notStarted",""
"ZonesLibrary","Todos: make separate Zone log (based of Tasyen Quest log) - have the external connections made","","","","completed",""
"ZonesLibrary","Game start; disable SerenaGlade, Intro Cleanup; ""run"" Serenaglade","","","","completed",""
"ZonesLibrary","Game start; disable TwilightGrove, Intro Cleanup; enable TwilightGrove","","","","completed",""
"ZonesLibrary","Todos: zone levels written / verified levels","","","","completed",""
"ZonesLibrary","Zones: lots of undeclared variables / functions - see from GUI triggers proper names + correct the order of functions","","","","notStarted",""
"ZonesLibrary","Zones <--> Weather: Could we just pick all the necessary data (like regions) from Zones library zone configurations? This to prevent manual double work ie 1 place to write regions / set data","","","","notStarted",""
"ZonesLibrary","Zone: enter unit functions / system not triggering when entering regions (reason: ncomplete functions)","","","","completed",""
"ZonesLibrary","Zone: manually run zone did not do anything","","","","completed",""
"ZonesLibrary","Zone: is it silently failing? - order of load things in Init is important - make test in ZoneTestMap, just need to have all the variables / regions etc units created - or commented out > NOT FAILING","","","","completed",""
"ZonesLibrary","Zone: before running manual run ( Zones_EnterZone(zoneId, unit)) - the zone must be enabled with Zones_EnableZone(zoneId, true)","","","","completed",""
"ZonesLibrary","Zone: OnUnitEnterRegion and OnUnitLeaveRegion did not call anything - thus nothing ever happened","","","","completed",""
"ZonesLibrary","Anyways have to somehow store both the trigger of zone and zoneID, now we are only storing triggerArray - but we are not storing the ID","","","","completed",""
"ZonesLibrary","Enter / Leave functions missing / incomplete functions how to get zoneID + zoneTrigger","","","","completed",""
"ZonesLibrary","Use RegionTitles by Antares for zone texts upon enter (needs some files to be uploaded as well as code)","","","","completed",""
"ZonesLibrary","whats QuestRequirement creation in JASS? QuestCreateQuestItem this causes error","","","","completed",""
"ZonesLibrary","QuestRequirement - other info: notable quest givers, factions, ...","","","","completed",""
"ZonesLibrary","Use Tasyen TasQuestBox for Zones - might need heavy implementation and testing","","","","completed",""
"ZonesLibrary","IsDungeon needed - unnecessary complexity - remove and dungeons are just like Zones - they could hower have additional functions but these could be for all???","","","","completed",""
"ZonesLibrary","TasQuestBox needs to be hidden when InCinematic / CInematic ON and re-enabled when over","","","","notStarted",""
"ZonesLibrary","HEAVY NOTE: Some data sections only completed - need to check every ZONE","","","","completed",""
"ZonesLibrary","To change font size, edit the FrameFont field in the RegionTitle.fdf file.","","","","completed",""
"ZonesLibrary","See LUA regionTitles version how it has periodic check for region entry","","","","completed",""
"ZonesLibrary","RegionTitlesLight example: call ShowRegionTitle(""|cffffcc00Victory!|r"") / call ShowRegionTitle(""Welcome to the Arena!"")","","","","completed",""
"ZonesLibrary","Colors + text size for RegionTitles should be changed (size in FDF file, color in ZonesTest.j constants","","","","completed",""
"ZonesLibrary","Important: compare Zones.j and ZonesModified.j >>> is there somethinh in Zones.j that is missing from the modified version? (Coz of testing reasons)","","","","completed",""
"ZonesLibrary","Update: All ConfigureZones data, RegionZones config,","","","","completed",""
"ZonesLibrary","Linking: weather.j to use region/other data straight from Zones.j to limit multiple config areas (e.g. regions of the zones)","","","","notStarted",""
"ZonesLibrary","Zones/weather: note that Zone enterRegions could be different from the actual weather region! Or just cover the zone with more possible enter regions","","","","notStarted",""
"ZonesLibrary","Tests: have player other hero enter the zone >>> shouldnt trigger zone enter","","","","completed",""
"ZonesLibrary","Tests: have the player hero move to other zone region (make eg twilight grove region in test map)","","","","completed",""
"ZonesLibrary","Notes: see old zone GUI to see if anything missing or that correct variables are used","","","","notStarted",""
"ZonesLibrary","Notes: DNC gui triggers to be single library DNC","","","","completed",""
"ZonesLibrary","Tests: add ExMusic.j to test map and test that music tracks work","","","","completed",""
"ZonesLibrary","Colors: discovered, entered, zone name colors to be checked from GUI triggers and updated","","","","completed",""
"ZonesLibrary","Zones: test manual function ""call Zones_EnterZone(2, udg_TestUnit)""","","","","completed",""
"ZonesLibrary","Zones: ConfigureZones - why some zones have some settings and others something? These need to be checked (MAIN MAP First check that settings are same)","","","","completed",""
"ZonesLibrary","Add play sound on discover and enter, make sound on discover and sound on enter configurable in globals - will use Sound variable - some other system we had trouble with Sound variable - maybe DynamicMinimap or Weather ambient sounds","","","","completed",""
"ZonesLibrary","is ambientRegion correctly adding gg_rct to string? - no","","","","notStarted",""
"ZonesLibrary","weird SecondaryFog things going on","","","","completed",""
"ZonesLibrary","Zone effects (fog, DNC, etc without texts) should be possible to be run","","","","notStarted",""
"ZonesLibrary","Storm system used old udg_ZoneCurrent stuff that needs heavy modification for Zone system","","","","notStarted",""
"ZonesLibrary","Some Library / order of calling other library functions is messed up","","","","notStarted",""
"ZonesLibrary","============= Problems","","","","notStarted",""
"ZonesLibrary","Storm not properly working for: Checking current zone + Re-applying current zone DNC after the STORM","","","","notStarted",""
"ZonesLibrary","AmbientSounds Start: call SetStackedSoundBJ( true, gg_snd_AbominationPissed1, gg_rct_001TwilightGrove )","","","","notStarted",""
"ZonesLibrary","AmbientSounds End: call SetStackedSoundBJ( false, gg_snd_AbominationPissed1, gg_rct_001TwilightGrove )","","","","notStarted",""
"ZonesLibrary","Zones dayNight: why the fuck tracking unit ->> For DayNightEvent","","","","completed",""
"ZonesLibrary","Manually run zone works and zone log and music works - the system breaks when entering new zone","","","","completed",""
"ZonesLibrary","Debug Messages / other: shows music track and the discovered zone RegionTitles but music isnt changing AND Zone log is not updating","","","","completed",""
"ZonesLibrary","Manual Zone has something differently made how it handles ExMusic - nope /event though","","","","completed",""
"ZonesLibrary","Excluded unit-types must be uncommented","","","","notStarted",""
"ZonesLibrary","Tests results: Manually calling any zone -> music works + Zone log created","","","","completed",""
"ZonesLibrary","Test results: manually calling ExMusic_PlayTrack works","","","","completed",""
"ZonesLibrary","Something wrong with HandleZoneEnter - nope","","","","completed",""
"ZonesLibrary","ExMusic has wait - does it interfere - try disable wait by comment it","","","","completed",""
"ZonesLibrary","Or something to do with using struct ZoneData z - nope","","","","completed",""
"ZonesLibrary","See info about structs and methods: https://www.hiveworkshop.com/threads/structs.260553/","","","","completed",""
"ZonesLibrary","More about structs and methods: https://www.hiveworkshop.com/threads/structs-for-dummies.197435/","","","","completed",""
"ZonesLibrary","Try with manual ExMusic track call in HandleZoneEnter >> result: still issue","","","","completed",""
"ZonesLibrary","Try instead also call inside enter region trigger","","","","completed",""
"ZonesLibrary","Clear / Add AmbientSounds interfering?","","","","completed",""
"ZonesLibrary","Gpt: Never call any function that contains TriggerSleepAction from:
Unit enters region
Unit leaves region, etc","","","","completed",""
"ZonesLibrary","Gpt: ExMusic internal wait use causes the problem and the wait should be fixee with using timer if timer is really needed","","","","completed",""
"ZonesLibrary","See chatgpt for ExMusic refactor ideas","","","","completed",""
"ZonesLibrary","Question: what was the purpose of 2s wait before playing new track? To wait for the mysic to fade out after stop? Isnt there native StopMusic with fade out?","","","","completed",""
"ZonesLibrary","Answer: it was to reduce when music track changes - so the old track has time to die before new is played","","","","completed",""
"ZonesLibrary","Lag answer: https://www.hiveworkshop.com/threads/music-inducing-lag.289831/","","","","completed",""
"ZonesLibrary","Best to create timer in exmusic to handle Stopped music proper die / fade out until play new music track","","","","completed",""
"ZonesLibrary","No lag + other inventions needed if stio music instantly, see https://www.hiveworkshop.com/threads/how-to-play-music-without-lagging-game.249323/#post-2498979","","","","completed",""
"ZonesLibrary","RESULT: wait was the cause!","","","","completed",""
"ZonesLibrary","Make dayNightEVent check what is the current zone and seperately re-apply zone effects (DNC / FOG) without triggering enter / discover message etc","","","","notStarted",""
"ZonesLibrary","Fog settings overall for zones: fog too far away?","","","","notStarted",""
"ZonesLibrary","Why isnt fog changing periodically (fade in style)?","","","","completed",""
"ZonesLibrary","ICONS: Design Zone/Dungeon icons","","","","completed",""
"ZonesLibrary","ICONS: use this as helper https://wowpedia.fandom.com/wiki/Wowpedia:Warcraft_III_icons/Icon_list","","","","completed",""
